Restaurant Name,Category Name,Latitude,Longitude,Distance,Rating,Number of Reviews,Price Point,Bike Station Lat,Bike Station Lon
La Vinia,spanish,43.6164551,-79.4880219,830.2189666,4,74,$$$,43.612063,-79.496573
Mooring Eats,mideastern,43.6133237,-79.489239,606.8526586,4.5,42,no data,43.612063,-79.496573
TC Tibetan Momo,dumplings,43.61124577,-79.49640211,91.90764491,4.5,4,no data,43.612063,-79.496573
Il Padres,pizza,43.61162,-79.49668,50.11274115,4,25,$$,43.612063,-79.496573
Nimman Thai Cuisine,thai,43.6134849,-79.4892972,606.7164958,4,140,$$,43.612063,-79.496573
ANZ GOURMET BURGERS,burgers,43.61118739,-79.49647827,97.66165705,3.5,3,no data,43.612063,-79.496573
Tita’s Mexican Food,mexican,43.61282521,-79.48945281,579.46,4,27,no data,43.612063,-79.496573
Sanremo Bakery,bakeries,43.61856,-79.49967,763.6903744,4.5,526,$$,43.612063,-79.496573
La Bendita Quesadilla,mexican,43.6131695,-79.4979374,174.3863821,0,0,no data,43.612063,-79.496573
Pizzeria Oro di Napoli,pizza,43.6176647,-79.4871532,981.351001,4,63,$$,43.612063,-79.496573
Two Brothers,kebab,43.6171351,-79.4879209,896.2396497,4,7,no data,43.612063,-79.496573
Maurya East Indian Roti,indpak,43.6133839,-79.489239,608.433543,4,91,$$,43.612063,-79.496573
Barrel House Korchma,ukrainian,43.6151124,-79.4883928,754.4824471,4,9,no data,43.612063,-79.496573
Revolver Pizza,pizza,43.61888,-79.4997,800.0470306,4.5,44,no data,43.612063,-79.496573
Everest Hakka House,hakka,43.6163625,-79.4880767,821.0640627,3.5,157,$$,43.612063,-79.496573
Mangoes Restaurant,caribbean,43.61301407,-79.48938122,588.570243,4.5,10,no data,43.612063,-79.496573
Canadiana Grill By The Lake,newcanadian,43.61361991,-79.4897531,575.6960493,3.5,3,no data,43.612063,-79.496573
Hotguy245,steak,43.61018,-79.4899,576.8841076,0,0,no data,43.612063,-79.496573
Mixi Culinary Project,mexican,43.61288,-79.48927,595.0823225,5,1,no data,43.612063,-79.496573
Kothur Indian Cuisine,indpak,43.6145493,-79.4888952,677.1218787,4,56,$$,43.612063,-79.496573
Koshaa Fine Indian Cuisine,indpak,43.61767156,-79.48748041,961.6353956,4,6,no data,43.612063,-79.496573
FBI PIZZA,italian,43.616765,-79.488022,864.4362187,3.5,135,$$,43.612063,-79.496573
Pearl Sushi,japanese,43.6151009,-79.4884033,741.5441045,3.5,34,$$,43.612063,-79.496573
Mr Momo,noodles,43.6132834,-79.48877458,642.3274508,4.5,2,no data,43.612063,-79.496573
Pemako Kitchen,chinese,43.61464129,-79.48914036,663.5088279,5,1,no data,43.612063,-79.496573
Breakfast Room,breakfast_brunch,43.61875,-79.49968,790.8167412,3.5,23,$$,43.612063,-79.496573
Caribbean Breeze,caribbean,43.61888,-79.4997,800.0470306,5,1,no data,43.612063,-79.496573
Queen's Pasta,italian,43.618,-79.49795,670.1056294,4.5,2,$$,43.612063,-79.496573
S.S 2 Famous Bar & Restaurant,caribbean,43.6203527,-79.4997861,955.1425918,5,2,no data,43.612063,-79.496573
Royal Bistro,italian,43.61875,-79.49968,790.8098078,4,3,no data,43.612063,-79.496573
New West City,bars,43.61510807,-79.48835582,743.1503895,0,0,no data,43.612063,-79.496573
Jimmy's Coffee,cafes,43.61868,-79.49967,780.4969272,4,15,no data,43.612063,-79.496573
Mimico Pub & Grill,bars,43.61775,-79.49852,659.6314793,1.5,3,no data,43.612063,-79.496573
Piero Restaurant Limited,catering,43.6091399,-79.49514,342.8875796,0,0,no data,43.612063,-79.496573
Flower Drum Restaurant,chinese,43.61446,-79.48925,653.4358387,2,5,$$,43.612063,-79.496573
Village Grill Restaurant,breakfast_brunch,43.61772466,-79.49888334,656.4475089,3,5,no data,43.612063,-79.496573
The Bread Essentials,gluten_free,43.61971842,-79.50012941,898.0998743,4,12,no data,43.612063,-79.496573
2 Or 3 Pizza & Wings,chicken_wings,43.61561967,-79.48875478,743.3465823,3,5,no data,43.612063,-79.496573
Lakeshore Restaurant,restaurants,43.6152532,-79.4887017,730.6084088,0,0,no data,43.612063,-79.496573
Subway,sandwiches,43.615657,-79.4884729,743.6939555,2.5,2,no data,43.612063,-79.496573
Krystal White Sands,hotdogs,43.61853,-79.48506,1218.652547,0,0,no data,43.612063,-79.496573
U-Know Sushi,sushi,43.63029187,-79.48551897,832.4661311,4,41,$$,43.63732,-79.489083
Momo Dumpling Express,dumplings,43.63057,-79.48482,823.6248536,4.5,11,no data,43.63732,-79.489083
Rocco's Plum Tomato,italian,43.63046,-79.48508,834.1558241,3.5,53,$$,43.63732,-79.489083
Grace Deli,delis,43.63816,-79.48902,81.30010993,0,0,no data,43.63732,-79.489083
Market Garden Restaurant,newcanadian,43.62979,-79.48569,1003.878169,2,1,$,43.63732,-79.489083
Coronation Fish N Chips,seafood,43.6435,-79.4822,886.1463806,0,0,no data,43.63732,-79.489083
Thai Delight Restaurant,thai,43.63682058,-79.4984436,755.3342514,3,2,no data,43.63732,-79.489083
KFC,chicken_wings,43.630463,-79.4847833,837.3105106,2,15,$,43.63732,-79.489083
Subway,hotdogs,43.63017,-79.48151,1050.155469,5,1,no data,43.63732,-79.489083
Pizza Pizza,pizza,43.62968877,-79.48138945,1050.435835,3,2,$,43.63732,-79.489083
Nick's Place Restaurant,pizza,43.6435,-79.4822,886.1463806,0,0,no data,43.63732,-79.489083
Mama's Pizza,pizza,43.6457138,-79.4821243,1088.433684,1,5,no data,43.63732,-79.489083
Tim Horton's,delis,43.62998,-79.48735,824.7317836,1.5,2,no data,43.63732,-79.489083
Bill Maur Coffee Shop,cafes,43.62931643,-79.48497288,949.4395474,0,0,no data,43.63732,-79.489083
Kitchen On Sixth,breakfast_brunch,43.60058679,-79.50684459,889.7637877,4.5,51,$$,43.5961692,-79.5160575
DeCourses Café,cafes,43.59736,-79.52171,474.6311599,4.5,35,no data,43.5961692,-79.5160575
Cellar Door,italian,43.6000214,-79.5076675,798.0106235,4,67,$$,43.5961692,-79.5160575
Tasty Korea,korean,43.59640649,-79.52497639,718.7148792,5,14,no data,43.5961692,-79.5160575
Michael's West Indian Flavor,caribbean,43.5995202,-79.51028649,595.6575124,4,15,$$,43.5961692,-79.5160575
Black Goat Cafe,cafes,43.59672,-79.52254,531.210346,4,26,$,43.5961692,-79.5160575
The Sydney Grind,cafes,43.60120008,-79.5037596,1137.378918,4.5,33,no data,43.5961692,-79.5160575
Sushi Momo,japanese,43.59741,-79.52151,457.2673531,4.5,7,no data,43.5961692,-79.5160575
Dope As Duck,burgers,43.5957752,-79.5245179,696.5462923,3.5,6,no data,43.5961692,-79.5160575
Shin Ramen and Sushi,ramen,43.5991602,-79.513817,376.484404,4,6,no data,43.5961692,-79.5160575
Ghazale,mideastern,43.5981216,-79.5186996,306.7389616,4,22,$,43.5961692,-79.5160575
Falafel Royal,falafel,43.5969391,-79.5239716,652.8583098,4.5,7,$,43.5961692,-79.5160575
Caribbean Queen Roti Hut,caribbean,43.60050612,-79.50582973,954.4021567,3.5,29,$,43.5961692,-79.5160575
MAI MAI Restaurant,chinese,43.59709,-79.5232599,592.8629565,3,33,$$,43.5961692,-79.5160575
Lakeshore Super Submarine,sandwiches,43.6005784,-79.5055159,980.0533421,5,12,no data,43.5961692,-79.5160575
Pizzaiolo - The Pizza Maker's Pizza,pizza,43.59819644,-79.51849874,299.0995035,4.5,11,$,43.5961692,-79.5160575
Ducky's Roti,caribbean,43.5972,-79.52385,637.9010458,3.5,25,$,43.5961692,-79.5160575
Funny Bones Games Lounge & Café,cafes,43.59982,-79.5089611,707.0791012,5,4,no data,43.5961692,-79.5160575
Roll & Thai,japanese,43.5990632,-79.5136624,376.484404,3.5,19,$$,43.5961692,-79.5160575
Super Burger,hotdog,43.59621,-79.52499,724.6767669,4,27,$,43.5961692,-79.5160575
Trini Gardens Restaurant,chinese,43.59717331,-79.52323614,588.7695385,3.5,11,$,43.5961692,-79.5160575
Bombay On the Lake,indpak,43.59995,-79.50784,784.1841666,3.5,46,$$,43.5961692,-79.5160575
Simon Sushi,sushi,43.59551,-79.528,965.1983073,4,35,$$,43.5961692,-79.5160575
1 Plus 2 Pizza & Wings,pizza,43.597394,-79.5206401,393.3586325,2,8,$,43.5961692,-79.5160575
Empire Cafe,cafes,43.5962223,-79.5270624,888.7251998,0,0,no data,43.5961692,-79.5160575
Lucky's Chicken N' Waffles,waffles,43.60018,-79.50681,877.3167055,3,12,no data,43.5961692,-79.5160575
Golden Cook Caribbean Restaurant,caribbean,43.6005024,-79.5058518,956.7512306,3.5,6,$$,43.5961692,-79.5160575
Adriano's Pizza,italian,43.596199,-79.5250626,727.4351996,4,22,$,43.5961692,-79.5160575
The Kabob House,kebab,43.6002448,-79.5065254,891.3849288,0,0,no data,43.5961692,-79.5160575
Kibo Sushi House,japanese,43.60046,-79.50565,972.9428349,4,31,$$,43.5961692,-79.5160575
The Kebab House,mideastern,43.6003193,-79.506907,869.4328264,3,15,no data,43.5961692,-79.5160575
Thammada,thai,43.60127,-79.50382,1138.759452,3.5,9,no data,43.5961692,-79.5160575
London Fried Chicken,chicken_wings,43.601122,-79.504659,1068.397128,3,15,no data,43.5961692,-79.5160575
Zakopane Deli,delis,43.5995548,-79.5101602,606.5011594,3,6,$,43.5961692,-79.5160575
Lazeez Shawarma,mideastern,43.59730243,-79.5230093,573.8246944,5,1,no data,43.5961692,-79.5160575
Dumpling Melody Bistro,chinese,43.59685756,-79.52330517,588.6434839,2.5,12,$$,43.5961692,-79.5160575
Calabrese Pizza,pizza,43.60003831,-79.50851966,744.0025307,3,40,$,43.5961692,-79.5160575
Masala Blvd,indpak,43.597303,-79.522942,573.4600006,0,0,no data,43.5961692,-79.5160575
A&W,burgers,43.5975184,-79.5211648,437.790529,3.5,3,no data,43.5961692,-79.5160575
Gino's Pizza And Wing Machine,pizza,43.59706939,-79.52357688,613.7435275,0,0,no data,43.5961692,-79.5160575
Popeyes Louisiana Kitchen,chicken_wings,43.5981557,-79.5186751,305.326255,0,0,no data,43.5961692,-79.5160575
Domino's Pizza,pizza,43.596039,-79.52563,772.0974653,2,4,no data,43.5961692,-79.5160575
Kung Fu Tea,bubbletea,43.6000994,-79.5072523,837.4058986,2,1,no data,43.5961692,-79.5160575
Bento Sushi,sushi,43.59723,-79.52031,329.88745,0,0,no data,43.5961692,-79.5160575
Gino's Pizza,pizza,43.59706221,-79.52360288,615.6798318,2.5,3,no data,43.5961692,-79.5160575
Da6Spot,lounges,43.600266,-79.5069726,861.8132158,0,0,no data,43.5961692,-79.5160575
Tim Hortons,newcanadian,43.59496,-79.51559,310.9430271,1.5,2,no data,43.5961692,-79.5160575
Osmow's,mideastern,43.59747009,-79.52099124,422.8198472,3.5,4,no data,43.5961692,-79.5160575
McDonald's,hotdogs,43.59813,-79.510548,494.3474778,3,1,no data,43.5961692,-79.5160575
Mai Mai Sushi Bar,sushi,43.5968298,-79.5232561,584.3302166,0,0,no data,43.5961692,-79.5160575
La Vinia,spanish,43.6164551,-79.4880219,304.4700992,4,74,$$$,43.613606,-79.4883535
Nobuya,japanese,43.61451,-79.49741,737.8025125,4,201,$$,43.613606,-79.4883535
Mooring Eats,mideastern,43.6133237,-79.489239,77.89322285,4.5,42,no data,43.613606,-79.4883535
Nimman Thai Cuisine,thai,43.6134849,-79.4892972,77.15764249,4,140,$$,43.613606,-79.4883535
Tita’s Mexican Food,mexican,43.61282521,-79.48945281,123.9767373,4,27,no data,43.613606,-79.4883535
Barrel House Korchma,ukrainian,43.6151124,-79.4883928,173.3214742,4,9,no data,43.613606,-79.4883535
Pizzeria Oro di Napoli,pizza,43.6176647,-79.4871532,461.5348232,4,63,$$,43.613606,-79.4883535
Two Brothers,kebab,43.6171351,-79.4879209,393.9598926,4,7,no data,43.613606,-79.4883535
Kothur Indian Cuisine,indpak,43.6145493,-79.4888952,113.594596,4,56,$$,43.613606,-79.4883535
Maurya East Indian Roti,indpak,43.6133839,-79.489239,75.44472642,4,91,$$,43.613606,-79.4883535
Everest Hakka House,hakka,43.6163625,-79.4880767,305.2599903,3.5,157,$$,43.613606,-79.4883535
Canadiana Grill By The Lake,newcanadian,43.61361991,-79.4897531,112.686712,3.5,3,no data,43.613606,-79.4883535
Mangoes Restaurant,caribbean,43.61301407,-79.48938122,105.7251908,4.5,10,no data,43.613606,-79.4883535
Mr Momo,noodles,43.6132834,-79.48877458,49.35507858,4.5,2,no data,43.613606,-79.4883535
Pearl Sushi,japanese,43.6151009,-79.4884033,164.4808102,3.5,34,$$,43.613606,-79.4883535
Koshaa Fine Indian Cuisine,indpak,43.61767156,-79.48748041,457.5004044,4,6,no data,43.613606,-79.4883535
Pemako Kitchen,chinese,43.61464129,-79.48914036,131.3967101,5,1,no data,43.613606,-79.4883535
FBI PIZZA,italian,43.616765,-79.488022,352.2766869,3.5,135,$$,43.613606,-79.4883535
Mixi Culinary Project,mexican,43.61288,-79.48927,120.7067059,5,1,no data,43.613606,-79.4883535
Sanremo Bakery,bakeries,43.61856,-79.49967,1065.674539,4.5,526,$$,43.613606,-79.4883535
Sugar & Spice Ice Cream Spot,icecream,43.6210041,-79.48311344,924.4786666,4,2,no data,43.613606,-79.4883535
Hotguy245,steak,43.61018,-79.4899,404.3376286,0,0,no data,43.613606,-79.4883535
New West City,bars,43.61510807,-79.48835582,167.0227999,0,0,no data,43.613606,-79.4883535
Revolver Pizza,pizza,43.61888,-79.4997,1088.899333,4.5,44,no data,43.613606,-79.4883535
Sunset Grill,breakfast_brunch,43.62261448,-79.48264109,1102.204974,4,15,$$,43.613606,-79.4883535
TC Tibetan Momo,dumplings,43.61124577,-79.49640211,699.1045536,4.5,4,no data,43.613606,-79.4883535
Il Padres,pizza,43.61162,-79.49668,706.2398744,4,25,$$,43.613606,-79.4883535
Flower Drum Restaurant,chinese,43.61446,-79.48925,118.3224416,2,5,$$,43.613606,-79.4883535
ANZ GOURMET BURGERS,burgers,43.61118739,-79.49647827,707.2347473,3.5,3,no data,43.613606,-79.4883535
La Bendita Quesadilla,mexican,43.6131695,-79.4979374,785.8668498,0,0,no data,43.613606,-79.4883535
The Burger Bros,burgers,43.62095183,-79.48328413,913.0878159,3.5,5,no data,43.613606,-79.4883535
Caribbean Breeze,caribbean,43.61888,-79.4997,1088.899333,5,1,no data,43.613606,-79.4883535
S.S 2 Famous Bar & Restaurant,caribbean,43.6203527,-79.4997861,1185.54859,5,2,no data,43.613606,-79.4883535
Breakfast Room,breakfast_brunch,43.61875,-79.49968,1083.514773,3.5,23,$$,43.613606,-79.4883535
Queen's Pasta,italian,43.618,-79.49795,919.0704249,4.5,2,$$,43.613606,-79.4883535
Royal Bistro,italian,43.61875,-79.49968,1083.344969,4,3,no data,43.613606,-79.4883535
2 Or 3 Pizza & Wings,chicken_wings,43.61561967,-79.48875478,226.2276901,3,5,no data,43.613606,-79.4883535
Lakeshore Restaurant,restaurants,43.6152532,-79.4887017,198.6920584,0,0,no data,43.613606,-79.4883535
Subway,sandwiches,43.615657,-79.4884729,220.9006326,2.5,2,no data,43.613606,-79.4883535
Jimmy's Coffee,cafes,43.61868,-79.49967,1074.257651,4,15,no data,43.613606,-79.4883535
Mimico Pub & Grill,bars,43.61775,-79.49852,951.6234795,1.5,3,no data,43.613606,-79.4883535
Village Grill Restaurant,breakfast_brunch,43.61772466,-79.49888334,963.4890268,3,5,no data,43.613606,-79.4883535
The Bread Essentials,gluten_free,43.61971842,-79.50012941,1166.4569,4,12,no data,43.613606,-79.4883535
Piero Restaurant Limited,catering,43.6091399,-79.49514,741.0065803,0,0,no data,43.613606,-79.4883535
Krystal White Sands,hotdogs,43.61853,-79.48506,661.3651419,0,0,no data,43.613606,-79.4883535
The Cat Pub & Eatery,newcanadian,43.6656338,-79.48943842,107.8116729,4,9,$,43.664665,-79.489385
Ruumors Resto-Lounge,african,43.66588,-79.48752,210.997755,1,1,no data,43.664665,-79.489385
Bellona Kitchen,vegetarian,43.65582004,-79.4873736,996.7347053,5,4,no data,43.664665,-79.489385
Restaurante Las San Sivar Pupusería,salvadoran,43.66886,-79.48329,676.1790636,4.5,24,no data,43.664665,-79.489385
Martins Churrasqueira,bbq,43.666508,-79.497883,713.6067566,4,14,no data,43.664665,-79.489385
Starving Artist,breakfast_brunch,43.66982802,-79.48301185,769.6552176,4,22,no data,43.664665,-79.489385
Pho Now,vietnamese,43.6678453,-79.487964,319.5848228,3.5,16,no data,43.664665,-79.489385
Mad Mexican,mexican,43.6586304,-79.4879913,678.2274553,3.5,126,$$,43.664665,-79.489385
Baby Point Lounge,venues,43.65733,-79.48733,831.1375491,4.5,7,$$,43.664665,-79.489385
Rock’N Deli,delis,43.667202,-79.489361,282.1078212,4,5,no data,43.664665,-79.489385
Pegrolls,hotdogs,43.66337,-79.49051,166.149293,4.5,4,$,43.664665,-79.489385
Salsa Venezuelan Street Food,hotdog,43.65731,-79.48719,841.7489403,4.5,13,no data,43.664665,-79.489385
Jumbo Burger,hotdog,43.66623,-79.48219,599.8899341,4,58,$,43.664665,-79.489385
Pho Long Son,vietnamese,43.6657349,-79.4838551,377.361341,4.5,2,no data,43.664665,-79.489385
Indilicious,indpak,43.66572281,-79.48200736,604.9785694,4,24,no data,43.664665,-79.489385
The Delray Grill,diners,43.6654451,-79.482485,541.1901908,4,1,$,43.664665,-79.489385
Roti Time,indpak,43.66834,-79.4872199,445.3830567,3.5,58,$,43.664665,-79.489385
Pegasus Bar & Grill,salad,43.66588,-79.48752,210.997755,4,10,$,43.664665,-79.489385
Annie's Caribbean Express,caribbean,43.66538375,-79.48657483,239.7549197,3,4,no data,43.664665,-79.489385
Paulo Sardinha BBQ Chicken,chickenshop,43.66845633,-79.48657919,478.1846904,3.5,6,no data,43.664665,-79.489385
Fuoco Mio Panini,foodtrucks,43.67268,-79.4783,1212.318256,5,2,no data,43.664665,-79.489385
Osmow’s,mediterranean,43.66724569,-79.48829297,300.1023932,5,1,no data,43.664665,-79.489385
Wakanda Grill,african,43.6653449,-79.4814512,637.3647575,0,0,no data,43.664665,-79.489385
Denny's,tradamerican,43.66768,-79.48851,343.8765154,3,20,$$,43.664665,-79.489385
KFC,chicken_wings,43.66536,-79.48973,81.89609869,2,4,no data,43.664665,-79.489385
JP Sushi,sushi,43.66029,-79.47985,914.1762298,4,32,$$,43.664665,-79.489385
Nem Chua Co Tieng,vietnamese,43.66551,-79.50035,884.1017357,0,0,no data,43.664665,-79.489385
Sicily Pizza,pizza,43.66939,-79.48285,741.7961854,5,6,$,43.664665,-79.489385
Queen Margherita Pizza - Baby Point,pizza,43.65819819,-79.48790212,728.9024352,3.5,110,$$,43.664665,-79.489385
Bánh Cuon Thanh Trúc,vietnamese,43.6695,-79.48237,776.2020501,3.5,36,$$,43.664665,-79.489385
Pho VP,vietnamese,43.6573795,-79.4877128,821.2017414,3.5,42,$$,43.664665,-79.489385
Churrasqueira Andrade,portuguese,43.66854509,-79.48659796,486.2102731,1,1,no data,43.664665,-79.489385
Gigli Caffe,cafes,43.658437,-79.487957,701.0509323,4.5,3,no data,43.664665,-79.489385
Cafe Santorini,pizza,43.65906,-79.48805,630.8112659,3,4,no data,43.664665,-79.489385
The Stockyards Grind,cafes,43.66986,-79.48069,901.0357,5,4,no data,43.664665,-79.489385
Buddha Pie,pizza,43.66027,-79.47976,911.8434301,3.5,53,$$,43.664665,-79.489385
Bairrada Churrasqueira Grill,portuguese,43.66996,-79.47807,1080.989034,3.5,24,$$,43.664665,-79.489385
Grillway,greek,43.66028,-79.47989,903.4195091,0,0,no data,43.664665,-79.489385
Shawarma Boys,mediterranean,43.65997695,-79.47981901,929.441481,4.5,9,no data,43.664665,-79.489385
Fiddler's Dell Bar & Grill,bars,43.65815,-79.48755,724.3253438,2.5,7,$$,43.664665,-79.489385
Wendy's,hotdogs,43.6674,-79.488914,306.4684626,2,10,no data,43.664665,-79.489385
Popeyes Louisiana Kitchen,hotdogs,43.66729513,-79.48681937,357.9374933,2.5,17,$$,43.664665,-79.489385
West End Waffles And Scoops,icecream,43.65979996,-79.4797303,946.468645,3,1,no data,43.664665,-79.489385
Playing With Fire,restaurants,43.6653404,-79.4851608,346.5276969,0,0,no data,43.664665,-79.489385
Pho Saigon Bangkok Restaurant,vietnamese,43.669529,-79.4822644,787.7512074,3.5,32,$,43.664665,-79.489385
Singidunum Delicatessen & Cafe,delis,43.66588,-79.48752,210.997755,0,0,no data,43.664665,-79.489385
Smokey Grilled Subs,cheesesteaks,43.6633682,-79.490509,159.8493987,0,0,no data,43.664665,-79.489385
The Palms Jerk and Grill,caribbean,43.66917674,-79.48195342,780.3826383,3,2,no data,43.664665,-79.489385
Westwood Grill,dimsum,43.65995,-79.4796,944.2945376,3,61,$$,43.664665,-79.489385
BarBurrito,mexican,43.6673788,-79.48891506,304.1188285,3.5,5,no data,43.664665,-79.489385
Ruumors Resto-Lounge,african,43.66588,-79.48752,209.8522077,1,1,no data,43.665523,-79.484892
Starving Artist,breakfast_brunch,43.66982802,-79.48301185,502.0147871,4,22,no data,43.665523,-79.484892
Jumbo Burger,hotdog,43.66623,-79.48219,226.1170848,4,58,$,43.665523,-79.484892
Restaurante Las San Sivar Pupusería,salvadoran,43.66886,-79.48329,393.2057581,4.5,24,no data,43.665523,-79.484892
Pho Long Son,vietnamese,43.6657349,-79.4838551,89.52146629,4.5,2,no data,43.665523,-79.484892
Indilicious,indpak,43.66572281,-79.48200736,233.0908584,4,24,no data,43.665523,-79.484892
Pho Now,vietnamese,43.6678453,-79.487964,282.5709014,3.5,16,no data,43.665523,-79.484892
The Delray Grill,diners,43.6654451,-79.482485,174.3937459,4,1,$,43.665523,-79.484892
The Cat Pub & Eatery,newcanadian,43.6656338,-79.48943842,365.9049868,4,9,$,43.665523,-79.484892
Mad Mexican,mexican,43.6586304,-79.4879913,800.2709329,3.5,126,$$,43.665523,-79.484892
JP Sushi,sushi,43.66029,-79.47985,715.8754367,4,32,$$,43.665523,-79.484892
Wakanda Grill,african,43.6653449,-79.4814512,270.9036076,0,0,no data,43.665523,-79.484892
Rock’N Deli,delis,43.667202,-79.489361,405.0564068,4,5,no data,43.665523,-79.484892
Roti Time,indpak,43.66834,-79.4872199,366.6702268,3.5,58,$,43.665523,-79.484892
Annie's Caribbean Express,caribbean,43.66538375,-79.48657483,136.2435213,3,4,no data,43.665523,-79.484892
Baby Point Lounge,venues,43.65733,-79.48733,932.1956701,4.5,7,$$,43.665523,-79.484892
Coast Cafe Bar,italian,43.66522,-79.47411,864.8260364,4.5,10,no data,43.665523,-79.484892
Salsa Venezuelan Street Food,hotdog,43.65731,-79.48719,942.7706491,4.5,13,no data,43.665523,-79.484892
Sicily Pizza,pizza,43.66939,-79.48285,461.0775126,5,6,$,43.665523,-79.484892
Paulo Sardinha BBQ Chicken,chickenshop,43.66845633,-79.48657919,353.2765253,3.5,6,no data,43.665523,-79.484892
Keko Shawarma,mideastern,43.665676,-79.474154,865.9298222,4.5,3,no data,43.665523,-79.484892
Pegasus Bar & Grill,salad,43.66588,-79.48752,209.8522077,4,10,$,43.665523,-79.484892
Pegrolls,hotdogs,43.66337,-79.49051,505.7040052,4.5,4,$,43.665523,-79.484892
Bánh Cuon Thanh Trúc,vietnamese,43.6695,-79.48237,487.6286591,3.5,36,$$,43.665523,-79.484892
Fuoco Mio Panini,foodtrucks,43.67268,-79.4783,915.4767116,5,2,no data,43.665523,-79.484892
Leela Indian Food Bar,indpak,43.66568643,-79.47376393,895.2853302,4,105,$$,43.665523,-79.484892
Little Caesars Pizza,pizza,43.6657333,-79.4838867,16.86620519,2.5,15,$,43.665523,-79.484892
The Stockyards Grind,cafes,43.66986,-79.48069,581.3948258,5,4,no data,43.665523,-79.484892
Playing With Fire,restaurants,43.6653404,-79.4851608,28.34892866,0,0,no data,43.665523,-79.484892
Burattino Brick Oven Pizza,pizza,43.66525571,-79.4730838,950.2761466,3.5,30,$$,43.665523,-79.484892
Osmow’s,mediterranean,43.66724569,-79.48829297,333.9568701,5,1,no data,43.665523,-79.484892
Denny's,tradamerican,43.66768,-79.48851,373.4638368,3,20,$$,43.665523,-79.484892
Buddha Pie,pizza,43.66027,-79.47976,711.8262045,3.5,53,$$,43.665523,-79.484892
Bairrada Churrasqueira Grill,portuguese,43.66996,-79.47807,734.9683211,3.5,24,$$,43.665523,-79.484892
Pho Saigon Bangkok Restaurant,vietnamese,43.669529,-79.4822644,493.0418878,3.5,32,$,43.665523,-79.484892
Shawarma Boys,mediterranean,43.65997695,-79.47981901,739.4802689,4.5,9,no data,43.665523,-79.484892
Thai One on Dundas,thai,43.66571,-79.47426,854.0051293,2,6,no data,43.665523,-79.484892
The Palms Jerk and Grill,caribbean,43.66917674,-79.48195342,470.0297425,3,2,no data,43.665523,-79.484892
Grillway,greek,43.66028,-79.47989,706.0732275,0,0,no data,43.665523,-79.484892
Churrasqueira Andrade,portuguese,43.66854509,-79.48659796,362.9771996,1,1,no data,43.665523,-79.484892
Koh Samui,thai,43.66569832,-79.47427757,854.0077722,3.5,3,no data,43.665523,-79.484892
West End Waffles And Scoops,icecream,43.65979996,-79.4797303,759.8471532,3,1,no data,43.665523,-79.484892
Queen Margherita Pizza - Baby Point,pizza,43.65819819,-79.48790212,849.7115974,3.5,110,$$,43.665523,-79.484892
Halibut House Fish & Chips,fishnchips,43.67089,-79.47306,1121.66563,3,20,$$,43.665523,-79.484892
Pho VP,vietnamese,43.6573795,-79.4877128,933.5124666,3.5,42,$$,43.665523,-79.484892
Popeyes Louisiana Kitchen,hotdogs,43.66729513,-79.48681937,250.7256754,2.5,17,$$,43.665523,-79.484892
McDonald's,hotdogs,43.6679401,-79.4846773,269.3231957,3.5,3,no data,43.665523,-79.484892
Westwood Grill,dimsum,43.65995,-79.4796,751.8128594,3,61,$$,43.665523,-79.484892
Vagueira Grill,portuguese,43.66983747,-79.4830748,501.5187279,3.5,3,no data,43.665523,-79.484892
Golden Falafel,falafel,43.66571,-79.47413,865.9298222,4.5,2,no data,43.665523,-79.484892
Starving Artist,breakfast_brunch,43.66982802,-79.48301185,244.2150363,4,22,no data,43.668496,-79.485426
Restaurante Las San Sivar Pupusería,salvadoran,43.66886,-79.48329,175.0868015,4.5,24,no data,43.668496,-79.485426
Pho Now,vietnamese,43.6678453,-79.487964,221.6471937,3.5,16,no data,43.668496,-79.485426
Ruumors Resto-Lounge,african,43.66588,-79.48752,327.4007399,1,1,no data,43.668496,-79.485426
Paulo Sardinha BBQ Chicken,chickenshop,43.66845633,-79.48657919,92.85849003,3.5,6,no data,43.668496,-79.485426
Jumbo Burger,hotdog,43.66623,-79.48219,375.5008507,4,58,$,43.668496,-79.485426
Roti Time,indpak,43.66834,-79.4872199,145.8652695,3.5,58,$,43.668496,-79.485426
Pho Long Son,vietnamese,43.6657349,-79.4838551,246.4770105,4.5,2,no data,43.668496,-79.485426
Sicily Pizza,pizza,43.66939,-79.48285,226.849965,5,6,$,43.668496,-79.485426
Indilicious,indpak,43.66572281,-79.48200736,413.1584729,4,24,no data,43.668496,-79.485426
Fuoco Mio Panini,foodtrucks,43.67268,-79.4783,687.023296,5,2,no data,43.668496,-79.485426
Rock’N Deli,delis,43.667202,-79.489361,347.6760033,4,5,no data,43.668496,-79.485426
The Cat Pub & Eatery,newcanadian,43.6656338,-79.48943842,453.2649299,4,9,$,43.668496,-79.485426
The Delray Grill,diners,43.6654451,-79.482485,407.7949269,4,1,$,43.668496,-79.485426
Bánh Cuon Thanh Trúc,vietnamese,43.6695,-79.48237,263.525236,3.5,36,$$,43.668496,-79.485426
Wakanda Grill,african,43.6653449,-79.4814512,465.0670995,0,0,no data,43.668496,-79.485426
Royal Noodles,noodles,43.67706667,-79.49511901,1231.249088,4.5,5,no data,43.668496,-79.485426
